strategy_name,strategy_params,orig_tests,orig_sources,orig_edges,red_tests,red_sources,red_edges,tests_retention_ratio,edges_retention_ratio,jaccard_fidelity_mean,jaccard_fidelity_std
fault_centric_pruning,{'threshold': 0.5},6500,1400,46868,6500,1400,46868,1.0,1.0,1.0,0.0
