src_file,r_pb
src/0102.java,-0.0023510969892496752
src/0027.java,-0.005905478222125197
src/1329.java,-0.0003081609231721821
src/1087.java,-0.0021094805277015595
src/0187.java,0.0011720458154356732
src/0534.java,-0.004287521387616147
src/0671.java,-0.0033162178206301816
src/0505.java,0.0024279106696881597
src/0804.java,0.007554416690400678
src/1092.java,-2.9780477053010447e-05
src/0949.java,0.005843140489102378
src/0482.java,0.002658967638001458
src/1164.java,0.007266309024119111
src/0567.java,0.007971861015847783
src/1289.java,0.0022831451801467225
src/0138.java,0.0067562716491647076
src/0918.java,0.007106216886051734
src/0153.java,0.0026564978413637225
src/0658.java,0.007986819900048474
src/0720.java,0.0004197637312119444
src/0272.java,0.006848143288152933
src/1019.java,0.003655938934602396
src/0861.java,-0.0014673678967889836
src/0430.java,0.0018858580056500926
src/1335.java,0.0023967869677246454
src/0167.java,-0.003506296205375073
src/0802.java,-0.00034365016909412865
src/0473.java,-0.004144285092906594
src/1168.java,-0.003538237753952422
src/0611.java,0.00128955633458795
src/0487.java,-0.006562980564816381
src/1249.java,0.001306105267300542
src/0667.java,-0.0026457812274028204
src/0077.java,-0.0030393102449986736
src/0792.java,-0.004694091122752612
src/0371.java,-0.0017089638863739896
src/0781.java,-0.0014871800493450567
src/1002.java,-0.002591085624483833
src/0745.java,-0.002500774705321898
src/0426.java,0.00046886159904912855
src/1226.java,0.0017422728809193399
src/0483.java,0.0056099027355806415
src/0795.java,-0.0021415985334058913
src/0508.java,-0.0023183973908606553
src/0462.java,0.0005088744839152938
src/0558.java,0.0035159932033908448
src/0297.java,-0.0032698986401932667
src/1141.java,0.0029354565836569053
src/0086.java,0.002474475217090304
src/0937.java,0.004527594222866061
src/1162.java,-0.0006716501964922437
src/0910.java,-0.0035512685184974266
src/0790.java,0.0017073625424318317
src/0476.java,0.0005684728024500711
src/0204.java,0.00022391952405388768
src/0155.java,0.00517866528316854
src/1229.java,0.002578414248208778
src/0040.java,0.00280275946845146
src/1319.java,-0.001875085788906043
src/0372.java,0.003792706685010856
src/0287.java,0.005231098714298943
src/0816.java,-0.0032536502224727714
src/0822.java,0.003371470609096811
src/0214.java,-0.0023183973908606553
src/0316.java,0.0005876958561616265
src/1042.java,0.002829589680531514
src/1237.java,0.0023967869677246454
src/1075.java,-0.00012639783650268853
src/1145.java,-0.0028440038833361363
src/0164.java,-0.0013205769610911298
src/0331.java,0.007502201292689335
src/1026.java,0.001111666319254493
src/0982.java,-0.0020787627802599795
src/0512.java,-0.0037502436992701755
src/0926.java,-0.0033409667517410474
src/1049.java,-0.003490059806639712
src/1046.java,-0.005611180501404666
src/0313.java,0.005845452466237432
src/0775.java,-0.003066762713187801
src/0540.java,0.003371470609096811
src/0756.java,0.002578414248208778
src/0559.java,0.0017996965837291487
src/0373.java,-0.0014020550211615648
src/0221.java,-0.002817307605745421
src/1268.java,0.004793901144222273
src/0729.java,0.000378239467260548
src/0600.java,0.0009015905192987012
src/0317.java,-0.006003810378981961
src/1198.java,-0.000989631126861112
src/0888.java,0.0001474910332925993
src/1278.java,-0.0023369591137390893
src/0856.java,-0.0006062570420225326
src/0513.java,-0.00695535609988451
src/0767.java,-0.003433616164200795
src/0885.java,0.002165022839184365
src/0249.java,-0.0046614954215004716
src/1108.java,0.0031702805282624374
src/1100.java,0.0042191774197773944
src/1347.java,-0.0013740387969603319
src/0562.java,-0.0006716501964922437
src/0226.java,0.00798335976436258
src/0250.java,0.00022391952405388768
src/0733.java,-0.00020096763534974284
src/0517.java,-0.0028127616615239025
src/1090.java,0.0005088744839152938
src/0854.java,-0.0006393832435506676
src/1235.java,-0.0006932604399931247
src/0163.java,-0.001056413885846305
src/1277.java,0.004675183358852553
src/0515.java,-0.005406332093537311
src/1303.java,0.004916754568052702
src/0764.java,0.003708898522051969
src/0883.java,-0.004812948465284468
src/0752.java,-0.003915065970398091
src/0750.java,-0.00024291873904665128
src/0076.java,-0.002163554519599257
src/0955.java,0.007815609078454461
src/1247.java,-0.0009916388578693543
src/1263.java,0.005329534216569693
src/0106.java,0.0035005931640662426
src/0852.java,-0.002343875266497076
src/1362.java,-0.004864680487820008
src/0620.java,0.003252246559529402
src/0825.java,0.003252246559529402
src/0035.java,-0.007000655251543886
src/0739.java,0.0007897639318514807
src/1210.java,0.0045475130418085345
src/1244.java,0.0014447853740171413
src/1178.java,-0.0005996691864286789
src/1350.java,-0.0021858239505432486
src/0560.java,-0.000433748922599832
src/1309.java,-0.004746093799953156
src/0587.java,0.003274730213202079
src/0103.java,-0.004389033988795596
src/0857.java,-0.0015639787721489042
src/0349.java,-0.0005010894067711867
src/0669.java,-0.0020888104987515444
src/0707.java,0.006443397050794438
src/0552.java,0.0004213811294512838
src/0966.java,0.002353272377373518
src/1288.java,0.0030059685775775226
src/1296.java,0.008646091652464695
src/1302.java,0.004722963347415185
src/0613.java,0.0003254283562848615
src/0579.java,0.01814829532677183
src/0695.java,0.001306105267300542
src/1154.java,-0.005515010022634671
src/1180.java,-0.0003608394189829538
src/0629.java,-0.0016056680803512471
src/0798.java,0.0029841848944515276
src/1215.java,-0.004453427915656731
src/0618.java,-0.0008516746650621062
src/0227.java,-0.0026070587363226667
src/0827.java,-0.0016579774595744355
src/0531.java,0.00041990960294783564
src/0114.java,-0.001637267588377327
src/0018.java,0.0017763288484507994
src/0654.java,-0.002874430334339958
src/0546.java,-0.008282070161305874
src/0005.java,0.009221269910593148
src/0563.java,0.0014542981952176395
src/0694.java,-0.0018702273520849982
src/0849.java,-0.003055095335552124
src/0374.java,-0.0015337720776693188
src/1266.java,0.004675183358852553
src/1048.java,-0.003984638438065693
src/0991.java,0.0038112601726898085
src/1119.java,0.000883460815901442
src/0056.java,-0.003450119195421472
src/0228.java,0.0025072195340159267
src/0810.java,0.001822446602749613
src/1343.java,-0.0014673678967889836
src/0203.java,0.002619173136740672
src/0765.java,0.0040488274762770105
src/0639.java,-0.0005010894067711867
src/1344.java,0.010097025635992572
src/1023.java,-0.00015624082515037008
src/0586.java,-0.00019310413745056966
src/0045.java,-0.005447638489847064
src/0414.java,-0.0032506631782967597
src/0867.java,0.004600707832763229
src/0580.java,0.001231220119631231
src/0494.java,0.003252246559529402
src/1063.java,0.009944008097285422
src/0741.java,-0.0006393832435506676
src/0864.java,-0.003055095335552124
src/0120.java,0.006257207061457268
src/0685.java,-0.0010436123752872023
src/0726.java,0.0011205294506485555
src/1245.java,0.0034386496897521905
src/0923.java,-0.0005359869014045729
src/0207.java,-0.0016192479758051995
src/0240.java,0.006094335330141527
src/1027.java,0.005392400642161667
src/0370.java,-0.0028150156493787007
src/0687.java,0.003371470609096811
src/1174.java,0.004378884528112758
src/0177.java,-0.005585654794400787
src/0083.java,-0.005336902612018391
src/0303.java,0.0006031429897573863
src/0447.java,0.007338215085576779
src/0931.java,0.0038869787778274723
src/1191.java,0.001111666319254493
src/0404.java,-0.0035512685184974266
src/0262.java,0.004116018478082664
src/0701.java,-0.006047734480850951
src/1324.java,-0.0009309072801220049
src/0899.java,0.001875230031822228
src/1301.java,0.000460030384244971
src/0964.java,0.0015007717553314494
src/1238.java,-0.0003608394189829538
src/0833.java,-0.00044504268808366203
src/1304.java,-0.0015329882365065055
src/0661.java,0.005470729364465571
src/0859.java,-0.001352954941473271
src/0670.java,0.004375964287224252
src/1364.java,0.0025356819217626954
src/1358.java,0.0040488274762770105
src/0385.java,-0.001352954941473271
src/0394.java,-0.0021200571460245937
src/0915.java,0.004057415876378146
src/0225.java,0.005953177286342136
src/1327.java,-0.0028131766756998387
src/0848.java,0.0013455405023515947
src/0615.java,-0.002586420705496095
src/0406.java,0.0018124025186611957
src/0979.java,-0.0005359869014045729
src/1232.java,-0.0016056680803512471
src/1069.java,-0.0035512685184974266
src/0408.java,0.002072855434732988
src/1206.java,-0.0005371804792667969
src/0410.java,-0.0018333451572204059
src/0259.java,-0.0023241804032995534
src/0761.java,0.00016074347770610246
src/0239.java,-0.00205011341311838
src/0395.java,-0.003968375891825231
src/0625.java,-0.0032508894108181146
src/1378.java,0.004185674489546508
src/0202.java,-0.002830121756202685
src/0673.java,0.00729763037923087
src/0641.java,0.0017763288484507994
src/0538.java,0.0003269015932499223
src/0627.java,0.0028551292736477404
src/1017.java,0.003324864212208155
src/1101.java,0.000477619525160776
src/1018.java,-0.0003608394189829538
src/0892.java,0.006366181823253585
src/0999.java,-0.003688066760442178
src/1175.java,-0.005470807427553591
src/1281.java,-0.0030442165189249154
src/0007.java,0.005274483320429759
src/0279.java,0.003528857695496946
src/0161.java,-0.0028641285315524484
src/0995.java,0.00411540278279281
src/0029.java,-0.006879680506939133
src/1258.java,-0.005429675674340385
src/0877.java,-0.006066284413505086
src/0984.java,0.00027342259640240993
src/0469.java,-0.003305850895457853
src/0863.java,-0.0011654670172204376
src/0976.java,-0.006281054327442546
src/0124.java,-0.0031041352313139
src/1143.java,-0.002829845940387645
src/0180.java,0.003169614972871739
src/0252.java,0.00908230203309645
src/0480.java,-0.0011225256619509549
src/1273.java,-0.0006230725258365459
src/0315.java,0.005883039404853287
src/0466.java,-0.004049827058853805
src/0116.java,0.004623552352246216
src/0459.java,0.002610267193653043
src/0159.java,-0.0018611565659542764
src/1113.java,0.000682651587948847
src/1367.java,-0.007729868103058106
src/0943.java,-0.0028127616615239025
src/0714.java,0.00752237392476984
src/0523.java,-0.0034107731163772518
src/0887.java,0.0031702805282624374
src/0023.java,-0.0005683937146330996
src/1031.java,0.002353272377373518
src/1067.java,-0.0007638128796369635
src/1285.java,0.0013570839422940668
src/0295.java,-0.00109709228810168
src/0084.java,-0.007598592226608702
src/0074.java,-0.00019310413745056966
src/0850.java,0.0014542981952176395
src/0929.java,-0.0003855742243015765
src/0212.java,-0.002591085624483833
src/0675.java,-0.0023663420789448624
src/0425.java,-0.0039042683652660763
src/0241.java,-0.007199149940645897
src/0064.java,-0.00015624082515037008
src/0986.java,-0.003296666544752273
src/0951.java,-0.00027173840022396133
src/1157.java,-0.00205011341311838
src/0070.java,-0.007085956535263243
src/1359.java,0.001691772529634355
src/0233.java,0.00712153658297859
src/0924.java,0.003169614972871739
src/0067.java,0.009506607542855481
src/1117.java,0.006020018780045987
src/0362.java,0.0009850195273745624
src/0379.java,0.0002799548990773875
src/1006.java,0.004825451378302194
src/0088.java,0.0009245190058903022
src/0814.java,-0.00015647702717148232
src/0216.java,-0.004240169304878346
src/0719.java,-0.004778356633695294
src/0465.java,-0.004592153767750049
src/1389.java,-0.007688349422530279
src/1279.java,0.002338754434452366
src/0838.java,-0.0032653162611007464
src/0532.java,-0.004342680495870195
src/0721.java,0.00046371265659899286
src/0179.java,-0.001875085788906043
src/0797.java,-0.004307288570932099
src/0760.java,-0.0035656729280725617
src/0774.java,0.000163393847701708
src/1161.java,0.00203866003202684
src/0800.java,-0.003926802256663267
src/0938.java,0.003655938934602396
src/1098.java,0.00243416303874768
src/0592.java,-0.0006230725258365459
src/0391.java,0.006849324241653872
src/1345.java,0.009095111754062912
src/1200.java,0.001822446602749613
src/0944.java,0.0022612601622827105
src/1013.java,0.00258417205749194
src/0223.java,0.005788638832407086
src/0405.java,0.005399896986452994
src/1250.java,-0.0013425099111412536
src/0776.java,0.007654894389742005
src/0248.java,-0.0014782096283169346
src/0472.java,0.004029419540657286
src/1029.java,-0.0006587330753054115
src/1369.java,0.006730087721648843
src/0113.java,0.0038869787778274723
src/1181.java,0.010403813088700795
src/0895.java,0.006428417053303349
src/0194.java,0.0013455405023515947
src/1036.java,-4.0698556998879605e-05
src/0865.java,0.008492438768752
src/0841.java,-0.00041204306880042387
src/0289.java,0.0031938592481522326
src/0945.java,-0.0013425099111412536
src/0290.java,-0.001847239289551396
src/0162.java,0.0010516152208503583
src/0009.java,-0.0009095514703846451
src/0603.java,0.00024477372524913304
src/0006.java,-0.005123575107950629
src/0358.java,-0.0007908804803736901
src/0369.java,0.0059136211547379264
src/1271.java,-0.0008499209315001321
src/0318.java,0.001231220119631231
src/1265.java,0.005283765910927256
src/1219.java,0.003279708300920448
src/0044.java,-0.0007031120949284598
src/0539.java,-0.0013315629329996243
src/0456.java,0.007059536424959349
src/0988.java,-0.0013740387969603319
src/1074.java,-0.004813937604778982
src/0122.java,0.003592739189021576
src/1073.java,-0.003074180490335734
src/0479.java,0.0047437958276899655
src/1354.java,-0.00019310413745056966
src/0354.java,-0.006180844096710908
src/1333.java,0.006229138796021522
src/0323.java,0.0012387195284814607
src/0478.java,0.004133664656093136
src/0616.java,0.000517856172969794
src/0131.java,-0.007133380508046025
src/0934.java,0.0013283178875419489
src/0757.java,-0.0035991374194655782
src/0251.java,-0.0006230725258365459
src/1320.java,0.0003269015932499223
src/1349.java,0.0036481609392783033
src/0748.java,-0.0032556635507943743
src/1234.java,0.0015642759350250775
